hotel;reserva_cancelada;dias_entre_reserva_y_llegada;anio_llegada;mes_llegada;numero_semana_anio;dia_del_mes_llegada;numero_noches_finde;numero_noches_semanales;adultos;chicos;bebes;tipo_comida;pais_origen;segmento_mercado;canal_distribucion_reserva;huesped_repetido;numero_reservas_anteriores_canceladas;numero_reservas_anteriores_no_canceladas;tipo_habitacion_reservada;tipo_habitacion_asignada;numero_cambios_reserva;deposito;codigo_agencia;codigo_empresa;dias_espera_reserva;tipo_reserva;tarifa;n_cocheras_reservada;num_solicitudes_especiales
City Hotel;0;67;2017;April;16;17;1;1;3;0;0;BB;FRA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;180;1;1
City Hotel;0;10;2017;April;16;18;0;1;1;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;2;No Deposit;9;NULL;0;Transient;150;0;2
City Hotel;0;129;2017;April;15;12;2;5;3;0;0;BB;DEU;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient-Party;170.36;0;3
City Hotel;0;41;2017;April;16;16;2;1;2;2;0;BB;GBR;Online TA;TA/TO;0;0;0;F;F;1;No Deposit;9;NULL;0;Transient;230;0;1
City Hotel;0;105;2017;April;16;16;2;2;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;139.5;0;0
City Hotel;0;54;2017;April;16;17;1;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;7;NULL;0;Transient;95.76;0;0
City Hotel;0;92;2017;April;16;17;1;2;2;0;0;BB;ITA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;7;NULL;0;Transient;97.02;0;1
City Hotel;0;148;2017;April;15;14;2;4;2;0;0;BB;MRT;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;7;NULL;0;Transient;97.65;0;1
City Hotel;0;70;2017;April;16;16;2;2;2;0;0;SC;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;108;0;0
City Hotel;0;32;2017;April;16;17;1;2;2;2;0;HB;PRT;Online TA;TA/TO;0;0;0;F;F;0;No Deposit;7;NULL;0;Transient;228.76;0;1
City Hotel;0;84;2017;April;16;16;2;2;3;0;0;BB;FRA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;171;0;1
City Hotel;0;66;2017;April;16;17;1;3;3;0;0;BB;DEU;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;171;0;1
City Hotel;0;19;2017;April;16;19;0;2;2;0;0;BB;PRT;Direct;Direct;0;0;0;A;D;0;No Deposit;NULL;NULL;0;Transient;95;0;2
City Hotel;0;99;2017;April;15;15;2;4;2;0;0;BB;DEU;Groups;TA/TO;0;0;0;A;A;0;No Deposit;205;NULL;0;Transient-Party;105;0;0
City Hotel;0;147;2017;April;16;18;0;3;1;0;0;SC;DEU;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;15;NULL;0;Transient;72;0;0
City Hotel;0;54;2017;April;15;15;2;4;2;0;0;BB;IRL;Direct;Direct;0;0;0;A;A;0;No Deposit;14;NULL;0;Transient;111;0;0
City Hotel;0;167;2017;April;16;17;1;3;2;0;0;BB;CHE;Offline TA/TO;TA/TO;0;0;0;A;A;1;No Deposit;16;NULL;0;Transient-Party;89.1;0;0
City Hotel;0;28;2017;April;16;21;0;1;1;0;0;BB;USA;Direct;Direct;0;0;0;A;D;1;No Deposit;14;NULL;0;Transient;93.5;0;0
City Hotel;0;177;2017;April;16;21;0;2;2;0;0;SC;IRL;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;99;0;2
City Hotel;0;44;2017;April;16;20;0;3;1;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;1;No Deposit;1;NULL;0;Transient-Party;106.67;0;1
City Hotel;0;89;2017;April;16;19;0;4;3;0;0;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;28;NULL;0;Transient;115;0;1
City Hotel;0;133;2017;April;16;19;0;4;2;0;0;BB;DEU;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;390;NULL;0;Transient-Party;124;0;0
City Hotel;0;46;2017;April;16;21;0;2;3;0;0;BB;GBR;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;9;NULL;0;Transient;198;0;2
City Hotel;0;133;2017;April;16;19;0;4;2;0;0;BB;ISL;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;390;NULL;0;Transient-Party;124;0;0
City Hotel;0;133;2017;April;16;19;0;4;2;0;0;BB;LTU;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;390;NULL;0;Transient-Party;124;0;0
City Hotel;0;133;2017;April;16;19;0;4;2;0;0;BB;ISL;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;390;NULL;0;Transient-Party;124;0;0
City Hotel;0;133;2017;April;16;19;0;4;2;0;0;BB;ISL;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;390;NULL;0;Transient-Party;124;0;0
City Hotel;0;95;2017;April;16;20;0;3;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient-Party;136.8;0;0
City Hotel;0;133;2017;April;16;19;0;4;2;0;0;BB;LTU;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;390;NULL;0;Transient-Party;124;0;0
City Hotel;0;102;2017;April;16;18;0;5;2;0;0;SC;FIN;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;85;NULL;0;Transient;80.1;0;0
City Hotel;0;63;2017;April;16;22;2;1;2;0;0;BB;IRL;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;9;NULL;0;Transient;162;0;2
City Hotel;0;47;2017;April;17;23;2;0;2;0;0;BB;CN;Corporate;Corporate;0;0;0;A;A;1;No Deposit;NULL;40;0;Transient-Party;75;1;0
City Hotel;0;91;2017;April;16;20;2;3;2;0;0;BB;AUT;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;135;0;0
City Hotel;0;91;2017;April;16;20;2;3;2;0;0;BB;AUT;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;135;0;0
City Hotel;0;72;2017;April;16;21;2;2;3;0;0;HB;SWE;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;9;NULL;0;Transient;196.2;0;4
City Hotel;0;236;2017;April;16;18;2;5;2;0;0;SC;FIN;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;8;NULL;0;Transient;99;0;1
City Hotel;0;42;2017;April;17;23;2;0;2;0;0;BB;BEL;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;140;0;1
City Hotel;0;8;2017;April;17;24;1;0;3;0;0;BB;ITA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;NULL;NULL;0;Transient;215;1;3
City Hotel;0;130;2017;April;16;22;2;2;2;0;0;SC;USA;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;138;NULL;0;Transient;89;0;1
City Hotel;0;74;2017;April;17;24;1;1;3;0;0;BB;USA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;171;0;0
City Hotel;0;73;2017;April;17;23;2;1;2;0;0;BB;USA;Direct;Direct;0;0;0;A;A;1;No Deposit;14;NULL;0;Transient;108;0;0
City Hotel;0;125;2017;April;16;21;2;3;1;0;0;BB;FRA;Direct;Direct;0;0;0;D;D;0;No Deposit;NULL;NULL;0;Transient-Party;120;0;1
City Hotel;0;174;2017;April;16;21;2;3;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;2;No Deposit;9;NULL;0;Transient;117;0;1
City Hotel;0;40;2017;April;16;22;2;2;2;1;0;BB;ITA;Online TA;TA/TO;0;0;0;D;D;1;No Deposit;9;NULL;0;Transient;190;0;1
City Hotel;0;310;2017;April;17;23;2;2;2;0;0;BB;DEU;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;21;NULL;0;Transient-Party;83.75;0;0
City Hotel;0;58;2017;April;17;23;2;2;2;0;0;BB;SWE;Offline TA/TO;TA/TO;0;0;0;A;A;1;No Deposit;436;NULL;0;Transient;89.1;0;2
City Hotel;0;94;2017;April;16;19;2;6;2;0;0;HB;DEU;Direct;Direct;0;0;0;D;D;1;No Deposit;14;NULL;0;Transient;170.3;0;1
City Hotel;0;135;2017;April;17;24;1;2;2;0;0;BB;IRL;Direct;Direct;0;0;0;A;A;0;No Deposit;14;NULL;0;Transient;99;0;0
City Hotel;0;59;2017;April;17;26;0;1;2;0;0;BB;CHE;Direct;Direct;0;0;0;D;D;0;No Deposit;14;NULL;0;Transient;130.5;0;2
City Hotel;0;89;2017;April;17;24;1;2;2;0;0;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;28;NULL;0;Transient;85;0;0
City Hotel;0;97;2017;April;17;23;2;2;3;0;0;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;28;NULL;0;Transient;115;0;0
City Hotel;0;15;2017;April;17;27;0;1;1;0;0;BB;GBR;Corporate;Corporate;0;0;0;A;A;0;No Deposit;NULL;435;0;Transient;95;0;0
City Hotel;0;25;2017;April;17;28;0;1;1;0;0;SC;ITA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Group;115;0;2
City Hotel;0;26;2017;April;17;26;0;2;1;0;0;BB;PRT;Groups;TA/TO;0;0;0;A;A;1;No Deposit;87;NULL;0;Transient-Party;130;0;0
City Hotel;0;7;2017;August;31;2;0;2;1;0;0;BB;PRT;Corporate;Corporate;1;0;1;A;A;1;No Deposit;NULL;40;0;Transient;65;0;1
City Hotel;0;80;2017;April;17;24;1;3;2;0;0;SC;BRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;105.75;0;1
City Hotel;0;95;2017;April;17;24;1;3;2;0;0;BB;IRL;Groups;TA/TO;0;0;0;A;A;0;No Deposit;NULL;424;0;Transient-Party;100;0;0
City Hotel;0;102;2017;April;17;24;1;3;2;0;0;BB;IRL;Groups;TA/TO;0;0;0;A;C;0;No Deposit;NULL;424;0;Transient-Party;100;0;0
City Hotel;0;158;2017;April;17;27;0;1;2;0;0;BB;BRA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;130.5;0;1
City Hotel;0;102;2017;April;17;24;1;3;1;0;0;BB;IRL;Groups;TA/TO;0;0;0;A;A;1;No Deposit;NULL;424;0;Transient-Party;90;0;0
City Hotel;0;81;2017;April;17;24;1;3;1;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;114.75;0;3
City Hotel;0;0;2017;April;17;27;0;1;1;0;0;BB;ESP;Direct;Direct;0;0;0;D;D;1;No Deposit;NULL;NULL;0;Transient;6;0;0
City Hotel;0;116;2017;April;17;25;0;4;2;0;0;BB;SWE;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;8;NULL;0;Transient;121.5;0;1
City Hotel;0;294;2017;April;17;28;0;1;2;0;0;SC;DEU;Direct;Direct;0;0;0;A;K;0;No Deposit;NULL;NULL;0;Transient;99;0;1
City Hotel;0;113;2017;April;16;22;2;5;2;0;0;BB;DEU;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;7;NULL;0;Transient;98.9;0;2
City Hotel;0;9;2017;April;16;16;4;9;1;0;0;BB;PRT;Aviation;Corporate;0;0;0;D;D;1;No Deposit;NULL;153;0;Transient;110;0;1
City Hotel;0;294;2017;April;17;28;0;1;2;0;0;SC;DEU;Direct;Direct;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient;99;0;1
City Hotel;0;21;2017;April;17;28;0;1;2;0;0;SC;ESP;Online TA;TA/TO;0;0;0;A;K;0;No Deposit;9;NULL;0;Transient;115;0;2
City Hotel;0;20;2017;April;17;29;0;1;2;0;0;SC;DEU;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;115;0;1
City Hotel;0;299;2017;April;17;27;0;3;2;0;0;BB;IRL;Online TA;TA/TO;0;0;0;A;B;1;No Deposit;9;NULL;0;Transient;109.8;0;1
City Hotel;0;6;2017;April;17;29;0;1;1;0;0;SC;CHN;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;9;NULL;0;Transient;160;0;1
City Hotel;0;118;2017;April;17;29;0;1;2;0;0;BB;TUR;Online TA;TA/TO;0;0;0;D;D;1;No Deposit;9;NULL;0;Transient;130.5;0;0
City Hotel;0;4;2017;April;17;27;0;3;2;0;0;BB;ROU;Direct;Direct;0;0;0;A;A;1;No Deposit;14;NULL;0;Transient;170;0;1
City Hotel;0;21;2017;April;17;29;0;1;2;0;0;SC;USA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;115;0;2
City Hotel;0;130;2017;April;17;27;1;3;3;0;0;BB;BEL;Direct;Direct;0;0;0;E;E;0;No Deposit;14;NULL;0;Transient;174;0;0
City Hotel;0;221;2017;April;17;28;1;2;1;0;0;HB;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;6;NULL;0;Transient;100.6;0;2
City Hotel;0;315;2017;April;17;29;1;1;2;0;0;SC;DEU;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;99;0;1
City Hotel;0;315;2017;April;17;29;1;1;2;0;0;SC;DEU;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;99;0;1
City Hotel;0;1;2017;April;18;30;1;0;2;0;0;SC;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;152;NULL;0;Transient;88.56;0;0
City Hotel;0;106;2017;April;17;26;1;4;2;0;0;BB;NOR;Direct;Direct;0;0;0;A;A;0;No Deposit;14;NULL;0;Transient;100.8;0;1
City Hotel;0;17;2017;April;17;28;1;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;130.5;0;1
City Hotel;0;110;2017;April;17;27;2;3;1;0;0;BB;GBR;Direct;Direct;0;0;0;A;A;0;No Deposit;14;NULL;0;Transient;100.8;0;1
City Hotel;0;25;2017;April;18;30;2;0;2;0;0;SC;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;142;0;1
City Hotel;0;140;2017;April;17;28;2;2;2;0;0;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;119;NULL;0;Transient-Party;130;0;1
City Hotel;0;6;2017;May;18;2;0;1;1;0;0;BB;ITA;Corporate;Corporate;0;0;0;A;A;0;No Deposit;NULL;186;0;Transient;95;0;0
City Hotel;0;4;2017;May;18;2;0;2;1;0;0;BB;POL;Offline TA/TO;GDS;0;0;0;A;A;1;No Deposit;195;NULL;0;Transient;140;0;0
City Hotel;0;11;2017;August;34;22;0;1;1;0;0;SC;NLD;Online TA;TA/TO;1;0;1;A;D;1;No Deposit;9;NULL;0;Transient;140;0;0
City Hotel;0;122;2017;April;18;30;2;2;2;0;0;BB;DEU;Direct;Direct;0;0;0;D;D;0;No Deposit;14;NULL;0;Transient;128.25;0;0
City Hotel;0;19;2017;May;18;3;0;1;1;0;0;SC;ITA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;120;0;2
City Hotel;0;77;2017;May;18;2;0;2;2;0;0;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;28;NULL;0;Transient;80;0;0
City Hotel;0;65;2017;May;18;1;1;2;2;0;0;BB;LUX;Direct;Direct;0;0;0;A;A;1;No Deposit;14;NULL;0;Transient;141.2;0;0
City Hotel;0;0;2017;May;18;3;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;D;D;1;No Deposit;9;NULL;0;Transient;180;0;1
City Hotel;0;93;2017;May;18;1;1;2;2;0;0;BB;DEU;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;52;NULL;0;Transient;89.1;0;0
City Hotel;0;58;2017;May;18;1;1;3;2;1;0;BB;DEU;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;162;0;1
City Hotel;0;14;2017;May;18;3;0;2;1;0;0;BB;USA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient;140;0;2
City Hotel;0;13;2017;May;18;3;0;2;1;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;7;NULL;0;Transient;112;0;1
City Hotel;0;175;2017;May;18;1;1;3;2;0;0;SC;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;99;0;2
City Hotel;0;35;2017;May;18;1;1;3;2;0;0;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;138;NULL;0;Transient;99;0;0
City Hotel;0;96;2017;May;18;1;1;3;2;0;0;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;28;NULL;0;Transient;85;0;0
City Hotel;0;113;2017;May;18;2;0;3;2;0;0;BB;PRT;Groups;Corporate;0;0;0;A;A;1;No Deposit;NULL;409;46;Transient-Party;120;0;0
City Hotel;0;6;2017;May;18;4;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;77;NULL;0;Transient-Party;120;0;0
City Hotel;0;67;2017;May;18;2;0;3;2;0;0;BB;DNK;Groups;Corporate;0;0;0;A;A;0;No Deposit;NULL;409;0;Transient-Party;120;0;0
City Hotel;0;20;2017;May;18;4;0;1;1;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;130;0;1
City Hotel;0;0;2017;May;18;5;0;0;0;0;0;SC;PRT;Complementary;Direct;1;0;0;C;C;0;No Deposit;NULL;NULL;0;Transient;0;0;0
City Hotel;0;102;2017;April;18;30;2;4;2;0;0;BB;DZA;Offline TA/TO;TA/TO;0;0;0;A;D;1;No Deposit;28;NULL;0;Transient;85;0;0
City Hotel;0;31;2017;May;18;3;0;3;2;0;0;SC;IRL;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;149;0;3
City Hotel;0;125;2017;May;18;3;0;3;2;0;0;HB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;7;NULL;0;Transient;133.74;0;1
City Hotel;0;83;2017;May;18;4;0;2;2;0;0;BB;DEU;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;9;NULL;0;Transient;126;0;3
City Hotel;0;85;2017;May;18;6;2;3;1;0;0;BB;DEU;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Group;135;0;3
City Hotel;0;9;2017;May;18;1;1;4;2;0;0;SC;DEU;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;150;0;1
City Hotel;0;322;2017;May;18;5;0;1;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;21;NULL;0;Transient-Party;75;0;0
City Hotel;0;111;2017;May;18;2;0;4;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;2;No Deposit;9;NULL;0;Transient;126;0;1
City Hotel;0;122;2017;May;18;3;0;4;2;0;0;HB;GBR;Direct;Direct;0;0;0;A;A;3;No Deposit;14;NULL;0;Transient-Party;143;0;3
City Hotel;0;95;2017;May;18;2;0;5;3;0;0;BB;NLD;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;171;0;1
City Hotel;0;5;2017;May;18;6;0;1;2;1;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;2;No Deposit;9;NULL;0;Transient;160;0;2
City Hotel;0;87;2017;May;18;4;0;3;2;0;0;SC;NLD;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;108;0;1
City Hotel;0;0;2017;May;18;6;0;1;3;0;0;BB;AGO;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;9;NULL;0;Transient;250;0;1
City Hotel;0;99;2017;May;18;4;0;3;1;0;0;BB;IRL;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;135;0;1
City Hotel;0;0;2017;May;19;7;1;0;2;0;0;SC;ISR;Online TA;TA/TO;1;0;0;A;A;0;No Deposit;7;NULL;0;Group;98.8;0;1
City Hotel;0;19;2017;May;18;6;1;1;2;0;0;SC;CHE;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;150;0;4
City Hotel;0;106;2017;May;18;4;1;3;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;7;NULL;0;Transient;97.02;0;1
City Hotel;0;101;2017;May;18;6;1;1;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;135;0;1
City Hotel;0;123;2017;May;18;3;1;4;2;0;0;SC;POL;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;108;0;2
City Hotel;0;207;2017;May;18;5;1;2;2;0;0;SC;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient-Party;99;0;1
City Hotel;0;99;2017;May;18;1;2;5;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;126;0;1
City Hotel;0;53;2017;May;18;4;1;3;2;0;0;SC;JPN;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;126;0;2
City Hotel;0;199;2017;May;19;7;1;0;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;8;NULL;0;Transient;126;0;1
City Hotel;0;137;2017;May;18;5;1;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;83;NULL;0;Transient;100.8;0;0
City Hotel;0;17;2017;May;18;5;1;2;2;0;0;SC;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;99;0;0
City Hotel;0;33;2017;May;19;7;1;0;1;0;0;BB;FRA;Corporate;Corporate;0;0;0;E;E;0;No Deposit;NULL;450;0;Transient;125;0;0
City Hotel;0;99;2017;May;18;4;1;3;2;0;0;BB;IRL;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;135;0;2
City Hotel;0;96;2017;May;18;5;1;2;3;0;0;BB;FRA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;171;0;1
City Hotel;0;340;2017;May;18;6;2;1;2;0;0;SC;USA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;99;0;3
City Hotel;0;121;2017;May;19;7;2;0;2;0;0;BB;FRA;Direct;Direct;0;0;0;A;A;0;No Deposit;14;NULL;0;Transient;117;1;0
City Hotel;0;144;2017;May;18;6;2;1;2;0;0;BB;FRA;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;52;NULL;0;Transient-Party;90;0;1
City Hotel;0;116;2017;May;18;6;2;1;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;9;NULL;0;Transient;144;0;2
City Hotel;0;122;2017;May;19;8;1;0;2;0;0;BB;FRA;Direct;Direct;0;0;0;A;A;0;No Deposit;14;NULL;0;Transient;105;0;0
City Hotel;0;118;2017;May;18;4;2;3;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;7;NULL;0;Transient;97.02;0;1
City Hotel;0;124;2017;May;18;6;2;2;2;0;0;BB;SVK;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;126;0;0
City Hotel;0;1;2017;May;20;16;0;2;1;0;0;BB;PRT;Corporate;Corporate;1;0;1;A;D;1;No Deposit;NULL;238;0;Transient;69.5;1;0
City Hotel;0;20;2017;July;28;11;0;3;1;0;0;BB;PRT;Corporate;Corporate;1;1;5;A;A;0;No Deposit;NULL;238;0;Transient;65;0;0
City Hotel;0;11;2017;May;19;9;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;B;0;No Deposit;290;148;0;Transient;95;0;1
City Hotel;0;1;2017;May;19;9;0;1;1;0;0;SC;NLD;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;9;NULL;0;Transient;130;0;0
City Hotel;0;109;2017;May;18;6;2;2;2;0;0;BB;RUS;Direct;Direct;0;0;0;A;A;0;No Deposit;14;NULL;0;Transient;117;0;1
City Hotel;0;80;2017;May;19;8;1;1;2;0;0;BB;MOZ;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;126;0;0
City Hotel;0;60;2017;May;19;7;2;1;2;0;0;BB;UKR;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;2;NULL;0;Transient;106;0;0
City Hotel;0;206;2017;May;19;7;2;1;2;0;0;BB;CHE;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;117;0;1
City Hotel;0;1;2017;May;19;9;0;1;1;0;0;BB;PRT;Offline TA/TO;Corporate;0;0;0;A;A;0;No Deposit;191;NULL;0;Transient;110.5;0;0
City Hotel;0;153;2017;May;19;8;1;1;2;0;0;BB;DEU;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;27;NULL;0;Transient;98.1;0;1
City Hotel;0;0;2017;May;19;10;0;1;2;2;0;BB;BRA;Online TA;TA/TO;0;0;0;F;F;0;No Deposit;9;NULL;0;Transient;260;0;0
City Hotel;0;108;2017;May;19;7;2;2;2;0;0;BB;IRL;Direct;Direct;0;0;0;A;A;0;No Deposit;14;NULL;0;Transient;108;0;1
City Hotel;0;24;2017;May;19;10;0;1;1;0;0;BB;PRT;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;9;NULL;0;Transient;180;0;1
City Hotel;0;52;2017;May;18;6;2;3;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;7;NULL;0;Transient;121.68;0;0
City Hotel;0;11;2017;May;19;9;0;2;1;0;0;BB;ITA;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;NULL;148;0;Transient;110;0;1
City Hotel;0;34;2017;May;19;9;0;2;1;0;0;BB;AUT;Groups;TA/TO;0;0;0;A;A;2;No Deposit;39;NULL;0;Transient-Party;130;0;0
City Hotel;0;21;2017;May;19;9;0;2;1;0;0;BB;BGR;Direct;Direct;0;0;0;D;D;0;No Deposit;14;NULL;0;Transient;175;0;0
City Hotel;0;141;2017;May;19;8;1;2;2;0;0;BB;DEU;Direct;Direct;0;0;0;D;D;0;No Deposit;14;NULL;0;Transient;126.88;0;1
City Hotel;0;143;2017;May;19;7;2;2;2;0;0;BB;FRA;Direct;Direct;0;0;0;A;A;0;No Deposit;14;NULL;0;Transient;108;0;0
City Hotel;0;120;2017;May;19;8;1;2;2;0;0;BB;DEU;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;9;NULL;0;Transient;126;0;2
City Hotel;0;35;2017;May;19;8;1;2;2;0;0;BB;CN;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;262;NULL;0;Transient;99;0;2
City Hotel;0;33;2017;May;19;8;1;2;1;0;0;BB;ROU;Groups;TA/TO;0;0;0;A;A;2;No Deposit;39;NULL;0;Transient-Party;130;0;0
City Hotel;0;43;2017;May;19;8;1;2;2;0;0;SC;CN;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;7;NULL;0;Transient;119.2;0;0
